,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect,Attempt
5,6,60,97,1389,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",0,0.6,110898.0,111558.0,724
6,7,60,123,1266,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",0,0.6,110898.0,111558.0,724
7,8,60,150,1116,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",0,0.6,110898.0,111558.0,724
8,9,54,162,954,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",1,0.6,110898.0,111558.0,724
9,10,54,211,743,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",1,0.6,110898.0,111558.0,724
10,11,54,61,682,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",1,0.6,110898.0,111558.0,724
11,12,54,172,510,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",1,0.6,110898.0,111558.0,724
12,13,54,109,401,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",1,0.6,110898.0,111558.0,724
13,14,48,245,156,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",2,0.6,110898.0,111558.0,724
14,15,48,156,0,"Your revenue: $110,898, Perfect foresight strategy: $111,558, Difference: 0.6%",2,0.6,110898.0,111558.0,724
0,1,60,92,1908,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",0,2.3,103932.0,106428.0,725
1,2,60,89,1819,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",0,2.3,103932.0,106428.0,725
2,3,60,155,1664,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",0,2.3,103932.0,106428.0,725
3,4,54,69,1595,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",1,2.3,103932.0,106428.0,725
4,5,54,165,1430,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",1,2.3,103932.0,106428.0,725
5,6,54,178,1252,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",1,2.3,103932.0,106428.0,725
6,7,54,95,1157,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",1,2.3,103932.0,106428.0,725
7,8,54,143,1014,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",1,2.3,103932.0,106428.0,725
8,9,48,177,837,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
9,10,48,184,653,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
10,11,48,120,533,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
11,12,48,137,396,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
12,13,48,172,224,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
13,14,48,185,39,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
14,15,48,39,0,"Your revenue: $103,932, Perfect foresight strategy: $106,428, Difference: 2.3%",2,2.3,103932.0,106428.0,725
0,1,60,82,1918,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",0,1.9,95154.0,96984.0,726
1,2,54,109,1809,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",1,1.9,95154.0,96984.0,726
2,3,54,106,1703,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",1,1.9,95154.0,96984.0,726
3,4,48,214,1489,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
4,5,48,96,1393,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
5,6,48,162,1231,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
6,7,48,150,1081,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
7,8,48,98,983,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
8,9,48,141,842,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
9,10,48,192,650,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
10,11,48,106,544,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
11,12,48,167,377,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
12,13,48,142,235,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
13,14,48,98,137,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
14,15,48,72,65,"Your revenue: $95,154, Perfect foresight strategy: $96,984, Difference: 1.9%",2,1.9,95154.0,96984.0,726
0,1,60,30,1970,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",0,0.0,37332.0,37332.0,727
1,2,36,56,1914,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
2,3,36,67,1847,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
3,4,36,107,1740,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
4,5,36,55,1685,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
5,6,36,71,1614,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
6,7,36,30,1584,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
7,8,36,78,1506,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
8,9,36,95,1411,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
9,10,36,39,1372,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
10,11,36,113,1259,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
11,12,36,63,1196,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
12,13,36,92,1104,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
13,14,36,77,1027,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
14,15,36,44,983,"Your revenue: $37,332, Perfect foresight strategy: $37,332, Difference: 0.0%",3,0.0,37332.0,37332.0,727
0,1,60,58,1942,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",0,1.5,77520.0,78720.0,728
1,2,48,124,1818,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
2,3,48,95,1723,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
3,4,48,92,1631,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
4,5,48,110,1521,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
5,6,48,92,1429,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
6,7,48,125,1304,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",2,1.5,77520.0,78720.0,728
7,8,36,159,1145,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
8,9,36,202,943,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
9,10,36,159,784,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
10,11,36,60,724,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
11,12,36,237,487,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
12,13,36,197,290,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
13,14,36,77,213,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
14,15,36,115,98,"Your revenue: $77,520, Perfect foresight strategy: $78,720, Difference: 1.5%",3,1.5,77520.0,78720.0,728
0,1,60,94,1906,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",0,3.3,105450.0,109056.0,729
1,2,60,145,1761,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",0,3.3,105450.0,109056.0,729
2,3,60,106,1655,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",0,3.3,105450.0,109056.0,729
3,4,54,167,1488,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
4,5,54,142,1346,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
5,6,54,138,1208,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
6,7,54,98,1110,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
7,8,54,218,892,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
8,9,54,122,770,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",1,3.3,105450.0,109056.0,729
9,10,48,161,609,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
10,11,48,127,482,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
11,12,48,212,270,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
12,13,48,181,89,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
13,14,48,89,0,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
14,15,48,0,0,"Your revenue: $105,450, Perfect foresight strategy: $109,056, Difference: 3.3%",2,3.3,105450.0,109056.0,729
0,1,60,65,1935,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",0,0.0,86160.0,86160.0,730
1,2,48,132,1803,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
2,3,48,113,1690,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
3,4,48,113,1577,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
4,5,48,104,1473,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
5,6,48,86,1387,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
6,7,48,142,1245,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
7,8,48,116,1129,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
8,9,48,75,1054,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
9,10,48,169,885,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",2,0.0,86160.0,86160.0,730
10,11,36,177,708,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",3,0.0,86160.0,86160.0,730
11,12,36,180,528,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",3,0.0,86160.0,86160.0,730
12,13,36,178,350,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",3,0.0,86160.0,86160.0,730
13,14,36,200,150,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",3,0.0,86160.0,86160.0,730
14,15,36,150,0,"Your revenue: $86,160, Perfect foresight strategy: $86,160, Difference: 0.0%",3,0.0,86160.0,86160.0,730
0,1,60,103,1897,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",0,2.7,108618.0,111582.0,731
1,2,54,105,1792,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
2,3,54,162,1630,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
3,4,54,147,1483,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
4,5,54,175,1308,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
5,6,54,52,1256,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
6,7,54,181,1075,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
7,8,54,145,930,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
8,9,54,143,787,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
9,10,54,186,601,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
10,11,54,148,453,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
11,12,54,131,322,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
12,13,54,148,174,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
13,14,54,174,0,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
14,15,54,0,0,"Your revenue: $108,618, Perfect foresight strategy: $111,582, Difference: 2.7%",1,2.7,108618.0,111582.0,731
0,1,60,143,1857,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
1,2,60,138,1719,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
2,3,60,138,1581,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
3,4,60,116,1465,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
4,5,60,162,1303,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
5,6,60,159,1144,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
6,7,60,145,999,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
7,8,60,181,818,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
8,9,60,198,620,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
9,10,60,152,468,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",0,2.3,117192.0,120000.0,732
10,11,54,142,326,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",1,2.3,117192.0,120000.0,732
11,12,54,258,68,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",1,2.3,117192.0,120000.0,732
12,13,54,68,0,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",1,2.3,117192.0,120000.0,732
13,14,54,0,0,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",1,2.3,117192.0,120000.0,732
14,15,54,0,0,"Your revenue: $117,192, Perfect foresight strategy: $120,000, Difference: 2.3%",1,2.3,117192.0,120000.0,732
0,1,60,105,1895,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",0,1.0,107352.0,108468.0,733
1,2,60,111,1784,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",0,1.0,107352.0,108468.0,733
2,3,54,119,1665,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
3,4,54,150,1515,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
4,5,54,140,1375,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
5,6,54,61,1314,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
6,7,54,104,1210,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
7,8,54,96,1114,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
8,9,54,136,978,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
9,10,54,176,802,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
10,11,54,192,610,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
11,12,54,149,461,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
12,13,54,198,263,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
13,14,54,119,144,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
14,15,54,108,36,"Your revenue: $107,352, Perfect foresight strategy: $108,468, Difference: 1.0%",1,1.0,107352.0,108468.0,733
0,1,60,109,1891,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
1,2,60,104,1787,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
2,3,60,41,1746,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
3,4,60,135,1611,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
4,5,60,108,1503,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
5,6,60,112,1391,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
6,7,60,139,1252,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",0,1.4,110256.0,111840.0,734
7,8,54,193,1059,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
8,9,54,172,887,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
9,10,54,216,671,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
10,11,54,87,584,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
11,12,54,106,478,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
12,13,54,106,372,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",1,1.4,110256.0,111840.0,734
13,14,48,210,162,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",2,1.4,110256.0,111840.0,734
14,15,48,162,0,"Your revenue: $110,256, Perfect foresight strategy: $111,840, Difference: 1.4%",2,1.4,110256.0,111840.0,734
0,1,60,89,1911,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",0,7.7,88026.0,95352.0,735
1,2,60,89,1822,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",0,7.7,88026.0,95352.0,735
2,3,54,61,1761,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",1,7.7,88026.0,95352.0,735
3,4,54,111,1650,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",1,7.7,88026.0,95352.0,735
4,5,54,89,1561,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",1,7.7,88026.0,95352.0,735
5,6,54,80,1481,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",1,7.7,88026.0,95352.0,735
6,7,54,142,1339,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",1,7.7,88026.0,95352.0,735
7,8,48,84,1255,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
8,9,48,81,1174,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
9,10,48,93,1081,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
10,11,48,226,855,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
11,12,48,232,623,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
12,13,48,162,461,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
13,14,48,85,376,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
14,15,48,105,271,"Your revenue: $88,026, Perfect foresight strategy: $95,352, Difference: 7.7%",2,7.7,88026.0,95352.0,735
0,1,60,54,1946,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",0,3.8,77286.0,80304.0,736
1,2,54,81,1865,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",1,3.8,77286.0,80304.0,736
2,3,48,74,1791,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",2,3.8,77286.0,80304.0,736
3,4,48,137,1654,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",2,3.8,77286.0,80304.0,736
4,5,36,144,1510,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
5,6,36,190,1320,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
6,7,36,157,1163,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
7,8,36,251,912,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
8,9,36,167,745,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
9,10,36,132,613,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
10,11,36,152,461,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
11,12,36,163,298,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
12,13,36,146,152,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
13,14,36,130,22,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
14,15,36,22,0,"Your revenue: $77,286, Perfect foresight strategy: $80,304, Difference: 3.8%",3,3.8,77286.0,80304.0,736
0,1,60,108,1892,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",0,2.1,110604.0,112962.0,737
1,2,60,83,1809,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",0,2.1,110604.0,112962.0,737
2,3,60,91,1718,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",0,2.1,110604.0,112962.0,737
3,4,60,152,1566,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",0,2.1,110604.0,112962.0,737
4,5,54,151,1415,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
5,6,54,199,1216,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
6,7,54,161,1055,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
7,8,54,117,938,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
8,9,54,157,781,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
9,10,54,130,651,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
10,11,54,179,472,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
11,12,54,120,352,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
12,13,54,178,174,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
13,14,54,132,42,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
14,15,54,42,0,"Your revenue: $110,604, Perfect foresight strategy: $112,962, Difference: 2.1%",1,2.1,110604.0,112962.0,737
0,1,60,84,1916,"Your revenue: $99,156, Perfect foresight strategy: $103,314, Difference: 4.0%",0,4.0,99156.0,103314.0,738
1,2,60,106,1810,"Your revenue: $99,156, Perfect foresight strategy: $103,314, Difference: 4.0%",0,4.0,99156.0,103314.0,738
2,3,60,73,1737,"Your revenue: $99,156, Perfect foresight strategy: $103,314, Difference: 4.0%",0,4.0,99156.0,103314.0,738
3,4,48,183,1554,"Your revenue: $99,156, Perfect foresight strategy: $103,314, Difference: 4.0%",2,4.0,99156.0,103314.0,738
